row_id,order_key,customer_key,product_key,ship_key,time_key,sales
134,66,63,129,64,982,20.04
135,66,63,130,64,982,35.44
136,66,63,131,64,982,11.52
137,66,63,132,64,982,4.02
138,66,63,133,64,982,76.176
139,66,63,134,64,982,65.88
140,66,63,51,64,982,43.12
141,67,64,29,65,944,82.8
142,68,65,135,21,1322,8.82
143,68,65,136,21,1322,10.86
144,68,65,137,21,1322,143.7
145,69,66,138,66,1417,839.43
146,70,67,83,67,588,671.93
147,71,68,139,68,284,93.888
148,72,69,140,69,1035,384.45
149,72,69,141,69,1035,149.97
150,72,69,2,69,1035,1951.84
151,72,69,142,69,1035,171.55
152,73,70,143,70,771,157.92
153,73,70,144,70,771,203.184
154,74,71,145,71,493,58.38
155,74,71,146,71,493,105.52
156,74,71,147,71,493,80.88
157,75,72,148,72,490,6.63
158,76,73,121,73,53,457.568
159,77,74,149,74,1020,14.62
160,77,74,150,74,1020,944.93
161,78,75,151,75,830,5.98
162,79,76,152,76,699,54.384
163,80,77,153,77,1016,28.4
164,81,78,154,78,1007,27.68
165,82,79,155,79,240,9.936
166,82,79,156,79,240,8159.952
167,82,79,157,79,240,275.928
168,82,79,158,79,240,1740.06
169,82,79,159,79,240,32.064
170,82,79,160,79,240,177.98
171,82,79,161,79,240,143.976
172,83,80,162,80,206,20.94
173,83,80,163,80,206,110.96
174,83,80,164,80,206,340.144
175,84,81,165,81,246,52.448
176,84,81,166,81,246,20.16
177,85,82,167,82,1172,97.264
178,86,33,168,83,662,396.802
179,86,33,169,83,662,15.88
180,87,83,170,84,686,3.28
181,88,84,171,85,328,24.816
182,88,84,172,85,328,408.744
183,89,85,173,86,312,503.96
184,89,85,174,86,312,149.95
185,89,85,175,86,312,29.0
186,90,86,176,87,1028,7.16
187,91,87,177,88,227,176.8
188,92,88,178,20,894,37.224
189,92,88,145,20,894,20.016
190,93,89,179,89,623,899.136
191,93,89,180,89,623,71.76
192,93,89,181,89,623,51.84
193,93,89,38,89,623,626.352
194,93,89,182,89,623,19.9
195,94,90,30,90,641,14.28
196,95,91,183,91,73,7.408
197,95,91,184,91,73,6.048
198,96,92,185,92,1371,46.26
199,97,93,186,93,1248,2.946
200,97,93,187,93,1248,16.056
201,98,94,188,94,1236,21.744
202,99,95,189,95,204,218.75
203,99,95,190,95,204,2.6
204,100,96,191,96,1412,66.284
205,101,97,192,97,1215,35.168
206,102,98,193,98,1404,444.768
207,103,99,194,99,1396,83.92
208,103,99,195,99,1396,131.98
209,103,99,123,99,1396,15.92
210,103,99,196,99,1396,52.29
211,103,99,197,99,1396,91.99
212,104,100,198,100,387,20.8
213,105,101,199,101,356,23.68
214,105,101,200,101,356,452.45
215,105,101,105,101,356,62.982
216,105,101,201,101,356,1188.0
217,105,101,202,101,356,89.584
218,106,102,178,102,997,93.06
219,106,102,203,102,997,302.376
220,107,103,204,103,695,5.584
221,107,103,205,103,695,22.704
222,107,103,92,103,695,19.776
223,107,103,206,103,695,72.704
224,107,103,207,103,695,479.988
225,107,103,208,103,695,27.168
226,108,104,209,104,560,2.2
227,108,104,210,104,560,622.45
228,108,104,211,104,560,21.98
229,109,105,212,105,403,161.568
230,109,105,213,105,403,389.696
231,110,106,214,106,245,18.648
232,111,38,215,107,1158,233.86
233,111,38,216,107,1158,620.6145
234,111,38,214,107,1158,5.328
235,111,38,217,107,1158,258.072
236,111,38,218,107,1158,617.976
237,112,107,219,108,1377,10.56
238,113,108,220,109,854,25.92
239,113,108,221,109,854,419.68
240,113,108,222,109,854,11.688
241,113,108,223,109,854,31.984
242,113,108,224,109,854,177.225
243,113,108,225,109,854,4.044
244,113,108,183,109,854,7.408
245,114,109,121,110,143,2001.86
246,114,109,226,110,143,166.72
247,114,109,227,110,143,47.88
248,114,109,228,110,143,1503.25
249,114,109,181,110,143,25.92
250,115,110,229,111,1040,321.568
251,116,111,230,112,950,7.61
252,116,111,218,112,950,3347.37
253,117,112,231,113,1040,80.58
254,117,112,232,113,1040,361.92
255,118,113,225,114,669,12.132
256,118,113,233,114,669,82.368
257,118,113,147,114,669,53.92
258,118,113,234,114,669,647.904
259,119,114,235,115,1396,20.37
260,119,114,236,115,1396,221.55
261,119,114,237,115,1396,17.52
262,120,115,238,116,1220,1.624
263,121,116,156,117,251,3059.982
264,121,116,239,117,251,2519.958
265,122,117,240,118,856,328.224
266,123,118,241,119,651,79.9
267,124,119,242,120,1228,14.016
268,125,39,243,121,722,7.56
269,126,120,244,122,1404,37.208
270,126,120,245,122,1404,57.576
271,127,121,246,123,1423,725.84
272,128,67,247,124,551,209.93
273,128,67,248,124,551,5.28
274,128,67,249,124,551,10.92
275,129,122,250,125,1320,8.82
276,129,122,251,125,1320,5.98
277,130,123,252,126,1347,11.648
278,130,123,253,126,1347,18.176
279,130,123,254,126,1347,59.712
280,130,123,255,126,1347,24.84
281,131,57,256,127,607,2.08
282,131,57,257,127,607,1114.4
283,132,124,258,90,643,1038.84
284,133,15,259,128,607,141.76
285,133,15,260,128,607,239.8
286,133,15,261,128,607,31.104
287,134,125,262,129,1048,254.058
288,134,125,167,129,1048,194.528
289,134,125,263,129,1048,961.48
290,135,126,264,130,1020,19.096
291,135,126,265,130,1020,18.496
292,135,126,266,130,1020,255.984
293,135,126,267,130,1020,86.97
294,136,127,268,131,349,300.416
295,136,127,269,131,349,230.352
296,136,127,270,131,349,218.352
297,136,127,271,131,349,78.6
298,136,127,272,131,349,27.552
299,137,64,273,132,997,32.4
300,137,64,274,132,997,1082.48
301,137,64,275,132,997,56.91
302,137,64,276,132,997,77.6
303,137,64,277,132,997,14.28
304,138,102,278,133,1384,219.075
305,139,128,279,134,466,26.8
306,140,34,280,135,353,9.84
307,141,129,281,136,143,45.48
308,141,129,282,136,143,289.2
309,142,130,283,137,1166,4.89
310,143,131,284,138,951,15.136
311,143,131,285,138,951,466.768
312,143,131,286,138,951,15.232
313,143,131,287,138,951,6.264
314,144,132,288,139,259,87.54
315,145,133,289,140,210,178.384
316,145,133,290,140,210,15.552
317,146,134,291,141,351,99.136
318,147,135,292,142,297,135.882
319,147,135,293,142,297,3991.98
320,147,135,41,142,297,275.94
321,147,135,294,142,297,360.0
322,147,135,124,142,297,43.57
323,148,136,295,143,251,7.16
324,149,137,271,144,812,251.52
325,149,137,296,144,812,99.99
326,150,138,297,145,1368,15.992
327,151,139,298,146,938,290.898
328,151,139,299,146,938,54.224
329,151,139,300,146,938,786.744
330,151,139,301,146,938,100.24
331,151,139,302,146,938,37.764
332,152,140,303,147,814,82.8
333,152,140,304,147,814,20.724
334,152,140,305,147,814,4.896
335,153,141,306,148,582,4.752
336,153,141,307,148,582,959.984
337,153,141,308,148,582,14.368
338,154,142,309,149,183,7.712
339,154,142,310,149,183,698.352
340,155,108,311,150,514,4.96
341,156,64,312,151,95,17.856
342,156,64,14,151,95,509.97
343,156,64,128,151,95,30.992
344,156,64,313,151,95,71.928
345,157,80,18,152,691,88.8
346,158,143,126,153,1227,47.976
347,159,144,184,154,1250,7.56
348,159,144,34,154,1250,24.56
349,159,144,314,154,1250,12.96
350,160,145,235,155,940,6.79
351,160,145,315,155,940,24.56
352,160,145,316,155,940,3.048
353,160,145,315,155,940,49.12
354,160,145,317,155,940,4355.168
355,161,146,318,156,797,388.704
356,161,146,319,156,797,8.26
357,161,146,320,156,797,17.04
358,161,146,321,156,797,34.4
359,162,97,188,157,812,36.24
360,163,147,322,158,1128,647.84
361,163,147,323,158,1128,20.7
362,164,148,323,159,1329,20.7
363,164,148,324,159,1329,488.646
364,164,148,325,159,1329,5.56
365,164,148,326,159,1329,47.12
366,165,149,46,160,256,211.96
367,166,150,327,161,990,23.2
368,166,150,328,161,990,7.36
369,166,150,329,161,990,104.79
370,166,150,38,161,990,1043.92
371,167,151,330,162,1210,25.92
372,167,151,331,162,1210,53.424
373,168,152,305,163,194,8.16
374,168,152,332,163,194,1023.936
375,168,152,333,163,194,9.24
376,168,152,334,163,194,479.04
377,169,153,335,164,967,99.136
378,170,154,336,165,1300,1488.424
379,171,155,337,29,460,8.652
380,171,155,338,29,460,23.832
381,171,155,339,29,460,12.176
382,172,156,340,166,997,50.96
383,172,156,341,166,997,49.536
384,173,157,342,167,518,41.9
385,174,158,343,168,668,375.4575
386,174,158,344,168,668,83.976
387,175,159,345,169,674,482.34
388,175,159,346,169,674,2.96
389,176,160,347,170,317,2.624
390,177,161,348,171,1406,23.36
391,177,161,85,171,1406,39.98
392,178,162,349,172,253,246.384
393,178,162,350,172,253,1799.97
394,179,163,351,173,149,12.462
395,180,164,352,174,1242,75.792
396,181,165,353,175,1351,49.96
397,181,165,354,175,1351,12.96
398,182,7,355,176,641,70.12
399,183,166,356,177,947,35.952
400,183,166,27,177,947,2396.2656
401,183,166,357,177,947,131.136
402,183,166,358,177,947,57.584
403,184,167,359,178,347,9.568
404,185,71,360,179,97,39.072
405,186,168,361,180,1419,35.91
406,187,169,358,181,1403,179.95
407,187,169,362,181,1403,1199.976
408,187,169,363,181,1403,27.15
409,187,169,364,181,1403,1004.024
410,187,169,365,181,1403,9.68
411,187,169,366,181,1403,28.35
412,187,169,315,181,1403,55.98
413,187,169,367,181,1403,1336.829
414,187,169,368,181,1403,113.568
415,188,170,369,182,1368,139.86
416,188,170,269,182,1368,307.136
417,189,171,370,183,1236,95.92
418,190,172,371,184,803,383.8
419,191,147,372,185,1371,5.78
420,192,134,373,186,1124,9.32
421,192,134,374,186,1124,15.25
422,193,33,375,187,163,196.752
423,194,173,376,188,1353,56.56
424,194,173,377,188,1353,32.7
425,195,174,378,189,1294,866.4
426,196,26,379,190,1388,28.4
427,196,26,380,190,1388,287.92
428,197,175,381,191,244,69.99
429,198,176,382,192,1335,6.672
430,199,177,383,193,804,189.588
431,199,177,172,193,804,408.744
432,199,177,172,193,804,291.96
433,199,177,384,193,804,4.768
434,200,73,385,194,856,714.3
435,201,178,386,195,342,4.812
436,201,178,387,195,342,247.8
437,202,179,388,196,861,1007.979
438,202,179,315,196,861,313.488
439,203,180,389,197,1319,31.872
440,204,52,390,198,1081,207.846
441,205,8,391,65,944,12.22
442,205,8,392,65,944,194.94
443,205,8,393,65,944,70.95
444,205,8,394,65,944,91.36
445,205,8,395,65,944,242.94
446,205,8,396,65,944,22.05
447,206,181,397,199,1140,2.91
448,207,182,398,200,790,59.52
449,207,182,399,200,790,161.94
450,207,182,400,200,790,263.88
451,207,182,401,200,790,30.48
452,207,182,402,200,790,9.84
453,207,182,403,200,790,35.12
454,208,183,11,201,1354,284.364
455,208,183,404,201,1354,665.408
456,209,176,405,26,1043,63.88
457,210,184,406,202,38,129.568
458,211,174,407,203,965,747.558
459,211,174,408,203,965,8.928
460,212,99,409,204,686,103.92
461,212,99,410,204,686,899.91
462,212,99,411,204,686,51.312
463,213,185,326,205,811,23.56
464,213,185,412,205,811,1272.63
465,213,185,413,205,811,28.485
466,213,185,414,205,811,185.376
467,213,185,415,205,811,78.272
468,214,186,270,206,368,254.744
469,215,104,416,207,1151,205.3328
470,216,114,417,129,1046,4.788
471,217,187,418,152,691,55.48
472,218,188,419,208,302,340.92
473,218,188,420,208,302,222.666
474,218,188,421,208,302,703.968
475,218,188,422,208,302,92.52
476,218,188,423,208,302,62.65
477,218,188,424,208,302,94.85
478,219,121,425,209,890,95.76
479,220,189,279,210,996,40.2
480,221,190,426,211,875,14.7
481,221,190,427,211,875,704.25
482,222,191,428,212,268,9.09
483,223,192,80,163,193,5.96
484,223,192,429,163,193,159.98
485,224,193,430,213,1222,29.6
486,224,193,431,213,1222,514.165
487,224,193,432,213,1222,279.96
488,225,194,433,214,291,2735.952
489,226,195,434,215,151,7.992
490,226,195,435,215,151,63.984
491,226,195,400,215,151,70.368
492,227,196,436,81,246,449.15
493,227,196,437,81,246,11.07
494,228,197,438,216,828,93.98
495,229,198,439,217,776,189.882
496,230,199,440,18,698,105.42
497,231,184,441,218,903,119.616
498,231,184,442,218,903,255.76
499,231,184,292,218,903,241.568
500,231,184,443,218,903,69.3
501,232,200,444,219,849,22.62
502,232,200,445,219,849,14.952
503,232,200,446,219,849,801.568
504,232,200,447,219,849,2.376
505,232,200,448,219,849,32.792
506,233,183,123,220,1377,15.92
507,234,201,449,221,419,2.74
508,234,201,450,221,419,8.34
509,234,201,231,221,419,46.74
510,234,201,451,221,419,6354.95
511,235,202,452,222,1391,126.3
512,235,202,453,222,1391,38.04
513,236,167,80,223,989,7.152
514,237,203,454,224,1416,6.63
515,237,203,455,224,1416,5.88
516,238,58,456,225,1083,2999.95
517,238,58,457,225,1083,51.45
518,238,58,458,225,1083,11.96
519,238,58,459,225,1083,1126.02
520,239,204,44,226,425,18.392
521,239,204,460,226,425,129.568
522,239,204,461,226,425,14.112
523,240,205,439,227,1084,210.98
524,241,110,462,228,840,55.176
525,241,110,218,228,840,66.26
526,242,206,463,229,697,22.2
527,243,207,464,230,1355,683.952
528,243,207,286,230,1355,45.696
529,244,208,465,231,584,36.336
530,244,208,466,231,584,666.248
531,244,208,467,231,584,52.512
532,245,209,468,232,648,190.72
533,246,210,469,233,1311,47.94
534,247,211,470,234,848,979.95
535,247,211,249,234,848,22.75
536,248,212,471,235,888,16.768
537,249,213,472,236,1307,42.616
538,250,89,473,237,674,10.752
539,251,214,474,238,678,152.94
540,251,214,475,238,678,283.92
541,252,215,476,239,28,468.9
542,253,21,477,240,892,380.864
543,254,216,436,241,689,646.776
544,255,39,478,242,122,58.112
545,255,39,479,242,122,100.792
546,255,39,480,242,122,66.112
547,256,217,481,243,1384,41.28
548,256,217,482,243,1384,13.36
549,257,159,55,244,656,250.272
550,257,159,93,244,656,11.364
551,257,159,483,244,656,8.72
552,258,218,484,245,804,1121.568
553,259,54,485,246,1315,34.504
554,260,219,486,53,1389,10.824
555,261,159,487,247,1241,1295.78
556,262,220,488,248,55,19.456
557,263,221,489,249,859,20.7
558,263,221,490,249,859,1335.68
559,263,221,491,249,859,32.4
560,264,222,379,250,1385,42.6
561,264,222,492,250,1385,84.056
562,265,223,493,251,246,13.0
563,265,223,494,251,246,13.128
564,266,224,495,252,678,3.96
565,266,224,287,252,678,2.61
566,267,225,496,253,1402,374.376
567,268,226,497,192,1335,91.84
568,268,226,498,192,1335,81.088
569,268,226,499,192,1335,19.44
570,268,226,500,192,1335,451.152
571,269,227,489,254,1423,72.45
572,269,227,204,254,1423,13.96
573,269,227,306,254,1423,33.264
574,269,227,501,254,1423,14.85
575,270,228,502,255,1003,8.82
576,271,229,497,256,599,160.72
577,271,229,503,256,599,19.92
578,271,229,504,256,599,7.3
579,272,230,124,257,1262,69.712
580,272,230,505,257,1262,8.792
581,273,231,506,258,591,51.52
582,274,232,35,259,1396,470.376
583,274,232,507,259,1396,105.584
584,274,232,96,259,1396,31.152
585,274,232,508,259,1396,6.783
586,274,232,144,259,1396,406.368
587,275,233,368,260,525,70.98
588,275,233,509,260,525,294.93
589,276,234,510,261,778,84.784
590,276,234,511,261,778,20.736
591,276,234,441,261,778,16.821
592,276,234,512,261,778,10.368
593,277,235,513,262,7,9.344
594,277,235,198,262,7,31.2
595,278,236,514,263,209,76.12
596,278,236,362,263,209,1199.976
597,278,236,289,263,209,445.96
598,278,236,515,263,209,327.76
599,279,237,516,264,892,11.632
600,280,238,517,265,894,143.982
601,280,238,518,265,894,494.376
602,280,238,504,265,894,5.84
603,281,239,519,266,67,142.776
604,281,239,286,266,67,45.696
605,281,239,386,266,67,7.218
606,281,239,380,266,67,43.188
607,281,239,520,266,67,131.904
608,282,240,521,267,134,3.282
609,282,240,455,267,134,21.168
610,282,240,522,267,134,55.188
611,283,241,349,268,817,369.576
612,283,241,523,268,817,15.712
613,284,242,524,269,950,8.448
614,284,242,525,269,950,728.946
615,285,243,223,270,1379,119.94
616,285,243,526,270,1379,3.648
617,286,244,527,189,1291,40.48
618,286,244,528,189,1291,9.94
619,286,244,529,189,1291,107.424
620,286,244,530,189,1291,37.91
621,286,244,139,189,1291,88.02
622,287,245,531,271,349,8.69
623,288,246,532,272,670,301.96
624,288,246,533,272,670,555.21
625,288,246,534,272,670,523.48
626,288,246,31,272,670,161.82
627,289,247,535,197,1319,35.56
628,290,248,536,273,1200,97.16
629,291,96,537,274,1412,15.24
630,291,96,250,274,1412,13.23
631,292,249,538,275,1041,243.384
632,292,249,539,275,1041,119.8
633,292,249,540,275,1041,300.768
634,293,206,541,276,1328,17.88
635,293,206,509,276,1328,235.944
636,294,250,542,277,615,392.94
637,295,251,543,278,924,18.882
638,295,251,544,278,924,122.328
639,296,47,221,279,839,1049.2
640,296,47,545,279,839,15.424
641,297,252,546,280,1048,18.84
642,298,253,547,281,1272,330.4
643,298,253,548,281,1272,26.25
644,299,254,218,282,1222,132.52
645,300,70,549,283,1263,6.48
646,301,255,550,284,1425,209.3
647,302,122,551,285,790,31.56
648,302,122,552,285,790,30.144
649,303,256,346,286,1041,14.8
650,303,256,173,286,1041,302.376
651,303,256,553,286,1041,316.0
652,304,257,68,287,992,379.4
653,305,154,63,288,1231,97.82
654,305,154,554,288,1231,103.12
655,306,258,555,289,931,113.552
656,306,258,556,289,931,3.318
657,306,258,557,289,931,134.288
658,307,259,446,290,958,701.372
659,307,259,69,290,958,2.308
660,308,91,519,291,574,999.432
661,308,91,558,291,574,724.08
662,308,91,115,291,574,918.785
663,308,91,110,291,574,2.724
664,309,260,197,292,784,459.95
665,310,117,111,293,1004,10.74
666,311,261,559,294,1220,23.76
667,311,261,259,294,1220,85.056
668,311,261,560,294,1220,381.576
669,312,262,561,178,347,30.36
670,313,247,562,295,1221,23.976
671,313,247,563,295,1221,108.925
672,313,247,127,295,1221,36.352
673,314,144,564,296,1227,19.56
674,315,263,565,297,1400,61.44
675,315,263,566,297,1400,38.9
676,315,263,218,297,1400,99.39
677,316,264,567,298,1138,2.688
678,316,264,568,298,1138,27.816
679,316,264,569,298,1138,82.524
680,316,264,570,298,1138,182.994
681,317,265,571,74,1019,14.352
682,317,265,572,74,1019,64.96
683,317,265,457,74,1019,68.6
684,318,266,573,299,1369,7999.98
685,318,266,550,299,1369,167.44
686,319,267,332,300,176,479.97
687,319,267,574,300,176,14.62
688,319,267,89,300,176,19.44
689,320,268,575,180,1420,191.984
690,321,269,576,301,162,104.01
691,321,269,12,301,162,284.82
692,321,269,577,301,162,36.84
693,322,270,578,302,431,166.24
694,322,270,579,302,431,33.4
695,323,271,291,303,476,198.272
696,323,271,580,303,476,47.36
697,323,271,82,303,476,200.984
698,323,271,581,303,476,97.696
699,323,271,582,303,476,2.696
700,323,271,583,303,476,18.588
701,323,271,305,303,476,4.896
702,324,115,192,304,1306,15.072
703,325,156,584,305,1004,209.88
704,326,272,585,306,442,369.912
705,327,273,586,106,244,10.368
706,327,273,587,106,244,166.84
707,327,273,453,106,244,15.216
708,328,274,247,307,325,119.96
709,328,274,588,307,325,883.92
710,328,274,348,307,325,46.72
711,329,275,418,308,87,55.48
712,330,276,589,309,1307,24.448
713,331,277,590,310,1200,281.34
714,331,277,349,310,1200,307.98
715,331,277,591,310,1200,299.97
716,332,115,592,311,172,19.92
717,333,278,528,312,9,9.94
718,334,111,593,313,1328,103.056
719,335,279,445,314,144,59.808
720,335,279,391,314,144,73.32
721,336,280,594,315,744,146.82
722,337,173,595,316,1045,1652.94
723,337,173,596,316,1045,296.37
724,338,281,597,317,269,129.92
725,339,282,598,318,885,45.584
726,340,283,599,319,1320,17.568
727,340,283,600,319,1320,55.992
728,341,284,601,320,1033,182.72
729,341,284,602,320,1033,400.032
730,341,284,603,320,1033,33.63
731,341,284,229,320,1033,542.646
732,341,284,396,320,1033,6.3
733,342,285,460,321,1082,242.94
734,342,285,604,321,1082,179.97
735,342,285,351,321,1082,99.696
736,342,285,45,321,1082,27.936
737,342,285,605,321,1082,84.98
738,342,285,606,321,1082,18.72
739,343,48,607,79,240,49.98
740,344,286,608,322,2,11.784
741,344,286,419,322,2,272.736
742,344,286,609,322,2,3.54
743,345,287,506,323,935,51.52
744,345,287,250,323,935,3.528
745,345,287,610,323,935,4.624
746,345,287,611,323,935,55.168
747,346,187,224,324,138,567.12
748,346,187,436,324,138,359.32
749,347,288,612,325,778,11.992
750,348,289,613,326,1336,58.05
751,348,289,614,326,1336,157.74
752,348,289,360,326,1336,56.98
753,348,289,615,326,1336,2.88
754,349,290,616,327,796,1199.976
755,350,235,562,328,678,79.92
756,351,241,617,44,957,383.438
757,352,291,577,329,352,24.56
758,352,291,539,329,352,119.8
759,353,292,521,330,1265,13.128
760,354,293,127,331,1322,22.72
761,355,240,491,332,581,58.32
762,356,37,618,182,1368,12.39
763,357,294,161,333,386,107.982
764,358,295,153,334,11,11.36
765,358,295,619,334,11,50.94
766,358,295,620,334,11,646.74
767,358,295,621,334,11,5.64
768,358,295,622,334,11,572.58
769,359,296,623,335,125,310.88
770,360,98,624,336,838,641.96
771,361,297,625,337,1091,18.28
772,361,297,303,337,1091,207.0
773,361,297,626,337,1091,32.35
774,361,297,9,337,1091,7.71
775,361,297,627,337,1091,40.3
776,361,297,628,337,1091,34.58
777,362,298,629,338,170,32.76
778,363,126,630,339,571,544.008
779,363,126,369,339,571,59.94
780,363,126,359,339,571,23.92
781,363,126,631,339,571,4.28
782,364,299,411,340,614,32.07
783,364,299,47,340,614,24.0
784,364,299,632,340,614,35.49
785,364,299,633,340,614,47.984
786,365,106,634,341,485,186.69
787,366,53,635,342,1137,17.456
788,367,300,636,343,683,348.928
789,368,194,380,344,518,143.96
790,368,194,422,344,518,15.42
791,368,194,637,344,518,43.04
792,368,194,638,344,518,332.94
793,369,301,639,345,839,1363.96
794,370,302,640,346,252,9.96
795,370,302,363,346,252,21.72
796,371,303,615,347,1325,20.16
797,372,107,641,348,695,132.79
798,372,107,13,348,695,12.96
799,372,107,642,348,695,21.56
800,373,304,475,272,668,283.92
801,374,305,643,349,1112,22.23
802,374,305,234,349,1112,215.968
803,375,305,644,350,927,355.32
804,376,306,645,351,770,12.96
805,377,307,646,352,1173,18.28
806,378,155,647,353,294,43.176
807,378,155,648,353,294,1983.968
808,379,212,379,354,381,28.4
809,379,212,649,354,381,149.97
810,380,234,650,355,275,11.52
811,380,234,258,355,275,1298.55
812,380,234,651,355,275,213.92
813,380,234,554,355,275,25.78
814,381,308,646,356,1195,18.28
815,381,308,652,356,1195,1399.93
816,382,309,181,357,423,51.84
817,383,204,653,358,954,5.344
818,384,223,89,359,169,41.472
819,384,223,654,359,169,3.168
820,384,223,655,359,169,1228.465
821,384,223,656,359,169,31.086
822,384,223,657,359,169,335.52
823,385,310,658,360,1232,239.97
824,385,310,608,360,1232,9.82
825,386,311,659,361,120,67.8
826,386,311,202,361,120,167.97
827,387,219,660,362,1294,35.0
828,387,219,661,362,1294,37.24
829,387,219,662,362,1294,15.28
830,388,33,663,363,1228,301.96
831,388,33,664,363,1228,180.66
832,388,33,665,363,1228,191.98
833,388,33,666,363,1228,65.99
834,389,81,667,364,901,35.216
835,389,81,668,364,901,23.696
836,389,81,669,364,901,265.475
837,390,294,670,365,240,51.184
838,391,312,671,366,1369,9.664
839,392,183,403,367,765,21.072
840,393,313,627,368,661,60.45
841,393,313,672,368,661,11.52
842,393,313,673,368,661,186.048
843,394,314,674,369,1007,37.44
844,394,314,675,369,1007,26.976
845,394,314,676,369,1007,11.36
846,394,314,677,369,1007,14.62
847,395,315,180,370,624,83.72
848,395,315,269,370,624,287.94
849,396,316,678,371,1062,48.896
